ORNEK_NO,old_id,new_id,BOLGE_ADI,MUDURLUK_ADI,SEFLIK_ADI,NAD_X,NAD_Y,PLANDAKI_MESCERE_TIPI,AKTUEL_MES_TIP,BONITET,BOLME_NO,EGIM,BAKI,RAKIM,UTM_X,UTM_Y,IL_ADI,ILCE_ADI,IKLIM_TIPI,ORIJIN,ISLETME_SEKLI,KARISIM_SEKLI,KAPALILIK_DURUMU,LOKAL_KONUM,ONCEKI_ARAZI,MEVCUT_ARAZI,STATU_VE_TESCIL,STATUSU,TKGM_2021_,TAPUCINSAC,PARSEL_TUR,ARAZI_KUL,ISLETME_DURUMU,ORMAN_FORMU,MULKIYET,KATLILIK_DURUMU,GELISIM_CAGI,KORUMA_AMACLI_ONLEM,KORUMA_AMACLI_ONLEM_SEKLI,İŞLETME_AMAÇLARI,DOGAL_GENCLIK,DAGILIM,DIGER_VEJETASYON_TURU,DIGER_VEJETASYON_TIPI,YUZEYSEL_TASLIK,DIS_TOPRAK,DIS_TOPRAK_ORTULU,DIS_TOPRAK_CIPLAK_DURUMU,OLU_ORTU_TIPI,OLU_ORTU_TIPI_ESAS_TUR_KARISIMI,OLU_ORTU_KALINLIGI_MUL,OLU_ORTU_KALINLIGI_HUMUS,OLU_ORTU_CURUNTULU_MUL,ENVANTER_EKIBI,ENVANTER_TARIHI,YIL,BLOK,INTERSEPSIYON,TRANSPIRASYON,EVAPORASYON,KAYIP,VERIM,ORT_YAGIS,ORT_SICAKLIK
130562,,,İSTANBUL,DEMİRKÖY,DUPNİSA,27.524978,41.819779,Kncd3,Kncd3,2,61,35,Kuzey Doğu,527,543600,4629900,Kırklareli,Merkez,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,YAPRAKLI,Normal Kapalı,Orta Yamaç,Bilinmiyor,Orman,Statüsüz,,Orman,ÇUKURPINAR DEVLET ORMANI,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,C,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Az,Heterojen,,Yok,20,Örtülü,Yabanlaşmış,,Ham Humus,Saf Yapraklı,2,1,1,ERGİN ÇAĞATAY ÇANKAYA,18-07-2021,2021,1,50.735,53.515,121.625,225.875,469.125,695,10.8
130572,,,İSTANBUL,KIRKLARELİ,MAHYADAĞ,27.524758,41.792759,Mbc3,Mbc3,3,16,40,Kuzey Doğu,547,543600,4626900,Kırklareli,Pınarhisar,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Alt Yamaç,Bilinmiyor,Orman,Statüsüz,,Orman,DEVLET ORMANI,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,B,Koruma Amaçlı Önlem Yok,,Kaliteli ve Özellikli Odun Üretimi,Orta,Heterojen,,Yok,5,Örtülü,Yeşillenmiş,,Çürüntülü Yaprak,Yapraklı Karışık,2,,1,ERGİN ÇAĞATAY ÇANKAYA,30-07-2022,2022,2,50.735,53.515,121.625,225.875,469.125,695,10.8
130582,,,İSTANBUL,KIRKLARELİ,MAHYADAĞ,27.524538,41.765739,Mbc3,Mbc3,4,73,20,Doğu,449,543600,4623900,Kırklareli,Pınarhisar,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Orta Kapalı,Alt Yamaç,Sulak Alan,Sulak Alan,Statüsüz,,Orman Degil, ,1,İSKAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,B,Koruma Amaçlı Önlem Yok,,Kaliteli ve Özellikli Odun Üretimi,Yok,,,Yok,15,Örtülü,Yeşillenmiş,,Çürüntülü Yaprak,Saf Yapraklı,0.5,,0.5,ERGİN ÇAĞATAY ÇANKAYA,08-08-2023,2023,3,48.326,50.974,115.85,215.15,446.85,662,11.5
130592,,,İSTANBUL,KIRKLARELİ,PINARHİSAR,27.524318,41.738719,BM,BM,0,108,7,Doğu,370,543600,4620900,Kırklareli,Pınarhisar,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Baltalık,YAPRAKLI,Orta Kapalı,Üst Yamaç,Sulak Alan,Orman,Statüsüz,,Orman Degil, ,1,İSKAN,İşletilen Orman,Değişikyaşlı ve Düşey Kapalı,Devlet Ormanı,Çok Katlı,,2,,Kaliteli ve Özellikli Odun Üretimi,Yok,,,,50,,Yeşillenmiş,,Yok,Yok,,,,ERGİN ÇAĞATAY ÇANKAYA,31-08-2019,2019,4,24.57,25.83,110.25,160.65,469.35,630,12.2
130602,,,İSTANBUL,KIRKLARELİ,PINARHİSAR,27.524098,41.711699,Mbc2,Mbc2,4,154,17,Kuzey,270,543600,4617900,Kırklareli,Pınarhisar,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Orta Kapalı,Taban,Sulak Alan,Orman,Statüsüz,,Orman,Devlet Ormanı,,İSKAN,İşletilen Orman,Değişikyaşlı ve Düşey Kapalı,Devlet Ormanı,Çok Katlı,B,2,,Kaliteli ve Özellikli Odun Üretimi,Az,Heterojen,,Yok,3,Örtülü,Yeşillenmiş,,Ham Humus,Saf Yapraklı,,"0,20",,ERGİN ÇAĞATAY ÇANKAYA,31-08-2020,2020,5,45.99,48.51,110.25,204.75,425.25,630,12.2
130612,,,İSTANBUL,KIRKLARELİ,MAHYADAĞ,27.523879,41.684679,OT,OT,0,260,5,Düzlük,379,543600,4614900,Kırklareli,Pınarhisar,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Boşluklu Kapalı,Tepe,Orman,Orman İçi Açıklık,Statüsüz,,Orman,Devlet Ormanı,,İSKAN,İşletilmeyen ,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,,Koruma Amaçlı Önlem Yok,,Ağaçsız orman toprağı,Orta,Heterojen,,Yok,25,Örtülü,Yeşillenmiş,,Çürüntü Mul,Yapraklı Karışık,2,,1,ERGİN ÇAĞATAY ÇANKAYA,15-12-2021,2021,1,24.726,25.994,110.95,161.67,472.33,634,12.1
130672,,,İSTANBUL,KIRKLARELİ,LÜLEBURGAZ ,27.522569,41.522554,OT,OT,0,205,10,Batı,186,543600,4596900,Kırklareli,Lüleburgaz,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Gevşek Kapalı,Orta Yamaç,Bilinmiyor,Orman,Statüsüz,,Orman,DEVLET ORMANI,3,ZİRAAT,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,,Koruma Amaçlı Önlem Yok,,Ağaçsız orman toprağı,Az,Heterojen,,Yok,5,Örtülü,Yeşillenmiş,,Çürüntülü Yaprak,Saf Yapraklı,2,,1,ERGİN ÇAĞATAY ÇANKAYA,03-08-2022,2022,2,43.946,46.354,105.35,195.65,406.35,602,12.7
130682,,,İSTANBUL,KIRKLARELİ,LÜLEBURGAZ ,27.522352,41.495533,OT,OT,0,221,5,Güney,150,543600,4593900,Kırklareli,Lüleburgaz,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Boşluklu Kapalı,Alt Yamaç,Bilinmiyor,Orman,Statüsüz,,Orman,ORMAN,1,ZİRAAT,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,,Koruma Amaçlı Önlem Yok,,Ağaçsız orman toprağı,Yok,,,Yok,,Örtülü,Yabanlaşmış,,Yok,Yok,,,,ERGİN ÇAĞATAY ÇANKAYA,09-08-2023,2023,3,23.322,24.518,104.65,152.49,445.51,598,12.8
134010,,,İSTANBUL,DEMİRKÖY,İNCESIRT,27.561808,41.900666,Z,Z,0,66,17,Kuzey Batı,337,546600,4638900,Kırklareli,Demirköy,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Boşluklu Kapalı,Orta Yamaç,Orman,Orman,Statüsüz,,Orman,Orman,1,ORMAN,İşletilen Orman,Değişikyaşlı ve Düşey Kapalı,Devlet Ormanı,Çok Katlı,,2,,Tarım arazisi ,Orta,Heterojen,,Yok,,,Yeşillenmiş,,Ham Humus,Saf Yapraklı,,"0,20",,ERGİN ÇAĞATAY ÇANKAYA,01-09-2020,2020,5,24.804,26.076,111.3,162.18,473.82,636,12
134020,,,İSTANBUL,DEMİRKÖY,DUPNİSA,27.561572,41.873647,Mc3,Mc3,2,118,7,Güney Batı,400,546600,4635900,Kırklareli,Demirköy,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Tepe,Orman,Orman,Statüsüz,,Orman,İNCESIRT-6 DEVLET ORMANI,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,C,Koruma Amaçlı Önlem Var,dikenli tel çit,En Yüksek Miktarda Yapacak Odun Üretimi,Çok,Heterojen,,Yok,5,Örtülü,Ölü Örtü Kaplı,,Ham Humus,Yapraklı Karışık,2,1,1,ERGİN ÇAĞATAY ÇANKAYA,28-12-2021,2021,1,47.012,49.588,112.7,209.3,434.7,644,11.8
134030,,,İSTANBUL,DEMİRKÖY,DUPNİSA,27.561335,41.846628,GnMbc3,GnMbc3,2,132,10,Kuzey,361,546600,4632900,Kırklareli,Demirköy,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Alt Yamaç,Bilinmiyor,Orman,Statüsüz,,Orman,MAHYA DAĞI DEVLET ORMANI,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,B,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Yok,Heterojen,,Yok,5,Örtülü,Ölü Örtü Kaplı,,Çürüntülü Yaprak,Yapraklı Karışık,2,,1,ERGİN ÇAĞATAY ÇANKAYA,19-09-2022,2022,2,47.012,49.588,112.7,209.3,434.7,644,11.8
134040,,,İSTANBUL,DEMİRKÖY,DUPNİSA,27.561099,41.819608,Kncd3,Kncd3,3,72,33,Batı,470,546600,4629900,Kırklareli,Pınarhisar,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Alt Yamaç,Bilinmiyor,Orman,Statüsüz,,Orman,ÇUKURPINAR DEVLET ORMANI,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,C,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Az,Homojen,,Yok,,Örtülü,Yeşillenmiş,,Çürüntülü Yaprak,Yapraklı Karışık,2,,2,ERGİN ÇAĞATAY ÇANKAYA,26-08-2023,2023,3,50.881,53.669,121.975,226.525,470.475,697,10.8
134050,,,İSTANBUL,KIRKLARELİ,PINARHİSAR,27.560864,41.792589,Mbc3,Mbc3,3,9,39,Güney,619,546600,4626900,Kırklareli,Pınarhisar,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Orta Kapalı,Orta Yamaç,Orman,Orman,Statüsüz,,Orman Degil, ,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Çok Katlı,B,2,,Kaliteli ve Özellikli Odun Üretimi,Yok,,,,10,,Ölü Örtü Kaplı,,Çürüntülü Yaprak,Yapraklı Karışık,,,,ERGİN ÇAĞATAY ÇANKAYA,31-08-2019,2019,4,50.881,53.669,121.975,226.525,470.475,697,10.8
134060,,,İSTANBUL,KIRKLARELİ,PINARHİSAR,27.560628,41.765569,BM,BM,0,76,17,Batı,433,546600,4623900,Kırklareli,Pınarhisar,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Baltalık,YAPRAKLI,Boşluklu Kapalı,Üst Yamaç,Orman,Orman,Statüsüz,,Orman Degil, ,1,İSKAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Çok Katlı,,2,,Sosyal Baskılı Alanlar,Az,Heterojen,,Yok,70,Örtülü,Ölü Örtü Kaplı,,Yok,Yok,,,,ERGİN ÇAĞATAY ÇANKAYA,31-08-2020,2020,5,26.052,27.388,116.9,170.34,497.66,668,11.4
134070,,,İSTANBUL,KIRKLARELİ,MAHYADAĞ,27.560393,41.738549,Mb2,Mb2,4,159,50,Kuzey Batı,468,546600,4620900,Kırklareli,Pınarhisar,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Gevşek Kapalı,Orta Yamaç,Orman,Orman,Statülü,Diğer,Orman Degil, ,1,İSKAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,B,Koruma Amaçlı Önlem Yok,,Toprak Koruma,Az,Heterojen,,Yok,20,Örtülü,Yeşillenmiş,,Çürüntü Mul,Yapraklı Karışık,1,,1,ERGİN ÇAĞATAY ÇANKAYA,15-12-2021,2021,1,47.377,49.973,113.575,210.925,438.075,649,11.8
134100,,,İSTANBUL,KIRKLARELİ,PINARHİSAR,27.55969,41.657489,BGn-T,BGn-T,0,282,11,Güney Batı,341,546600,4611900,Kırklareli,Pınarhisar,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Boşluklu Kapalı,Sırt,Orman,Orman,Statüsüz,,Orman,PINARHİSAR DEVLET ORMANI,1,İSKAN,İşletilen Orman,Değişikyaşlı ve Düşey Kapalı,Devlet Ormanı,Çok Katlı,,2,,Askeri Tesis ve Tatbikat Alanları,Yok,,,,45,,Ölü Örtü Kaplı,,Yok,Yok,,,,ERGİN ÇAĞATAY ÇANKAYA,31-08-2019,2019,4,24.765,26.035,111.125,161.925,473.075,635,12
134140,,,İSTANBUL,KIRKLARELİ,PINARHİSAR ,27.558757,41.549406,BM,BM,0,386,15,Kuzey Batı,210,546600,4599900,Kırklareli,Pınarhisar,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,IBRELI+YAPRAKLI,Gevşek Kapalı,Üst Yamaç,Ziraat,Orman,Statüsüz,,Orman Degil, ,1,ZİRAAT,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,,Koruma Amaçlı Önlem Yok,,Sosyal Baskılı Alanlar,Az,Heterojen,,Yok,15,Örtülü,Yabanlaşmış,,Yok,Yok,,,,ERGİN ÇAĞATAY ÇANKAYA,24-08-2023,2023,3,44.238,46.662,106.05,196.95,409.05,606,12.6
137509,,,İSTANBUL,DEMİRKÖY,İNCESIRT,27.598227,41.927503,Mbc3,Mbc3,1,29,3,Düzlük,385,549600,4641900,Kırklareli,Demirköy,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,YAPRAKLI,Gevşek Kapalı,Tepe,Orman,Orman,Statüsüz,,Orman Degil, ,,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,B,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Az,Heterojen,,Yok,5,Örtülü,Yeşillenmiş,,Çürüntü Mul,Saf Yapraklı,1,,1,ERGİN ÇAĞATAY ÇANKAYA,14-01-2022,2021,1,46.282,48.818,110.95,206.05,427.95,634,12
137519,,,İSTANBUL,DEMİRKÖY,İNCESIRT,27.597974,41.900484,MKnc3,MKnc3,2,84,50,Doğu,421,549600,4638900,Kırklareli,Demirköy,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Alt Yamaç,Bilinmiyor,Orman,Statüsüz,,Orman Degil, ,,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,C,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Çok,Heterojen,,Dere Vejetasyonu,5,Örtülü,Ölü Örtü Kaplı,,Çürüntülü Yaprak,Saf Yapraklı,2,,1,ERGİN ÇAĞATAY ÇANKAYA,19-09-2022,2022,2,48.399,51.051,116.025,215.475,447.525,663,11.4
137529,,,İSTANBUL,DEMİRKÖY,DUPNİSA,27.597722,41.873465,Mc3,Mc3,2,123,20,Kuzey Batı,367,549600,4635900,Kırklareli,Demirköy,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+YAPRAKLI,Orta Kapalı,Orta Yamaç,Bilinmiyor,Orman,Statüsüz,,Orman,MAHYA DAĞI DEVLET ORMANI,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,C,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Az,Heterojen,,Yok,,Örtülü,Yeşillenmiş,,Çürüntülü Yaprak,Yapraklı Karışık,3,,3,ERGİN ÇAĞATAY ÇANKAYA,26-08-2023,2023,3,47.961,50.589,114.975,213.525,443.475,657,11.6
137539,,,İSTANBUL,DEMİRKÖY,KURUDERE,27.597471,41.846445,KnMGnc3,KnMGnc3,1,24,32,Güney,464,549600,4632900,Kırklareli,Demirköy,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,YAPRAKLI+IBRELI,Normal Kapalı,Sırt,Orman,Orman,Statüsüz,,Orman,MAHYA DAĞI DEVLET ORMANI,1,ORMAN,İşletilen Orman,Değişikyaşlı ve Düşey Kapalı,Devlet Ormanı,İki Katlı,C,2,,En Yüksek Miktarda Yapacak Odun Üretimi,Orta,Heterojen,,Yok,,,Ölü Örtü Kaplı,,Ham Humus,Saf Yapraklı,,1,,ERGİN ÇAĞATAY ÇANKAYA,01-09-2019,2019,4,47.961,50.589,114.975,213.525,443.475,657,11.6
137549,,,İSTANBUL,DEMİRKÖY,KURUDERE,27.59722,41.819426,KnMc3,KnMc3,2,76,37,Güney Batı,844,549600,4629900,Kırklareli,Demirköy,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,YAPRAKLI,Normal Kapalı,Üst Yamaç,Orman,Orman,Statüsüz,,Orman Degil, ,1,ORMAN,İşletilen Orman,Değişikyaşlı ve Düşey Kapalı,Devlet Ormanı,Çok Katlı,C,2,,Su Kenarı Koruma Alanları,Yok,,,,2,,Ölü Örtü Kaplı,,Ham Humus,Saf Yapraklı,,"0,50",,ERGİN ÇAĞATAY ÇANKAYA,01-09-2020,2020,5,52.122,54.978,124.95,232.05,481.95,714,10.4
137559,,,İSTANBUL,DEMİRKÖY,DUPNİSA,27.596969,41.792407,Kncd3,Kncd3,1,117,36,Kuzey,789,549600,4626900,Kırklareli,Pınarhisar,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,YAPRAKLI,Normal Kapalı,Üst Yamaç,Bilinmiyor,Orman,Statüsüz,,Orman Degil, ,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,C,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Orta,Heterojen,,Yok,3,Örtülü,Ölü Örtü Kaplı,,Yaprak,Saf Yapraklı,1,3,,ERGİN ÇAĞATAY ÇANKAYA,18-07-2021,2021,1,52.122,54.978,124.95,232.05,481.95,714,10.4
137569,,,İSTANBUL,KIRKLARELİ,MAHYADAĞ,27.596718,41.765387,Z,Z,0,52,10,Güney,529,549600,4623900,Kırklareli,Pınarhisar,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Boşluklu Kapalı,Alt Yamaç,Bilinmiyor,Orman,Statüsüz,,Orman Degil, ,3,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,,Koruma Amaçlı Önlem Yok,,Tarım arazisi ,Orta,Heterojen,,Yok,5,Örtülü,Yeşillenmiş,,Çürüntülü Yaprak,Saf Yapraklı,2,,1,ERGİN ÇAĞATAY ÇANKAYA,02-08-2022,2022,2,27.807,29.233,124.775,181.815,531.185,713,10.5
137609,,,İSTANBUL,KIRKLARELİ,PINARHİSAR ,27.59572,41.657308,Z,Z,0,289,16,Doğu,299,549600,4611900,Kırklareli,Pınarhisar,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Gevşek Kapalı,Orta Yamaç,Orman,Orman,Statüsüz,,Orman Degil, ,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,,Koruma Amaçlı Önlem Yok,,Tarım arazisi ,Orta,Heterojen,,Yok,50,Örtülü,Ölü Örtü Kaplı,,Çürüntü Mul,Yapraklı + İbreli Karışık,2,,2,ERGİN ÇAĞATAY ÇANKAYA,15-12-2021,2021,1,45.844,48.356,109.9,204.1,423.9,628,12.1
137629,,,İSTANBUL,KIRKLARELİ,PINARHİSAR ,27.595222,41.603267,BM,BM,0,377,1,Düzlük,269,549600,4605900,Kırklareli,Pınarhisar,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Baltalık,YAPRAKLI+YAPRAKLI,Orta Kapalı,Tepe,Bilinmiyor,Orman,Statüsüz,,Orman Degil, ,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,,Koruma Amaçlı Önlem Yok,,Sosyal Baskılı Alanlar,Yok,,,Yok,,Örtülü,Yeşillenmiş,,Çürüntülü Yaprak,Yapraklı Karışık,1,,1,ERGİN ÇAĞATAY ÇANKAYA,24-08-2023,2023,3,24.102,25.338,108.15,157.59,460.41,618,12.4
144623,,,İSTANBUL,DEMİRKÖY,İNCESIRT,27.670871,41.954121,MGnKnbc3,MGnKnbc3,3,11,38,Batı,251,555600,4644900,Kırklareli,Demirköy,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,IBRELI+YAPRAKLI,Orta Kapalı,Üst Yamaç,Orman,Orman,Statüsüz,,Orman Degil, ,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Çok Katlı,B,2,,Biyolojik Çeşitlilik Koruma ve Geliştirme Alanları,Orta,Heterojen,,Yok,5,,Ölü Örtü Kaplı,,Çürüntülü Yaprak,Yapraklı Karışık,,"0,50",,ERGİN ÇAĞATAY ÇANKAYA,01-09-2019,2019,4,46.282,48.818,110.95,206.05,427.95,634,12
144633,,,İSTANBUL,DEMİRKÖY,KARACADAĞ,27.670588,41.927103,MKnc3,MKnc3,3,95,31,Güney,301,555600,4641900,Kırklareli,Demirköy,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI+IBRELI,Normal Kapalı,Alt Yamaç,Orman,Orman,Statüsüz,,Orman,KARACADAĞ SERİSİ DEVLET ORMANI,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Çok Katlı,C,2,,En Yüksek Miktarda Yapacak Odun Üretimi,Az,Heterojen,,Yok,,,Ölü Örtü Kaplı,,Mul,Yapraklı + İbreli Karışık,,2,,ERGİN ÇAĞATAY ÇANKAYA,01-09-2020,2020,5,46.282,48.818,110.95,206.05,427.95,634,12
144643,,,İSTANBUL,DEMİRKÖY,İSTİHKAMTEPE ,27.670305,41.900084,Ma3,Ma3,2,13,5,Kuzey Doğu,403,555600,4638900,Kırklareli,Demirköy,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Orta Yamaç,Orman,Orman,Statüsüz,,Orman,İSTİHKAM TEPE DEVLET ORMANI,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,A,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Orta,Heterojen,,Yok,2,Örtülü,Ölü Örtü Kaplı,,Çürüntü Mul,Saf Yapraklı,1,,1,ERGİN ÇAĞATAY ÇANKAYA,18-12-2022,2021,1,47.523,50.127,113.925,211.575,439.425,651,11.7
144653,,,İSTANBUL,DEMİRKÖY,İSTİHKAMTEPE ,27.670023,41.873066,Knd1/b3,Knd1/b3,1,48,80,Güney,576,555600,4635900,Kırklareli,Demirköy,Karadeniz kiyi ardi iliman iklim kusagi,Sürgün Kökenli,Koru,YAPRAKLI,Normal Kapalı,Alt Yamaç,Bilinmiyor,Orman,Statüsüz,,Orman,İSTİHKAM TEPE SERİSİ DEVLET ORMANI,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,K,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Yok,,,Dere Vejetasyonu,20,Örtülü,Ölü Örtü Kaplı,,Ham Humus,Saf Yapraklı,5,2,2,ERGİN ÇAĞATAY ÇANKAYA,19-09-2022,2022,2,50.151,52.899,120.225,223.275,463.725,687,11
144663,,,İSTANBUL,DEMİRKÖY,İSTİHKAMTEPE ,27.669741,41.846047,Mc3,Mc3,2,112,35,Güney,590,555600,4632900,Kırklareli,Demirköy,Karadeniz kiyi ardi iliman iklim kusagi,Tohum Kökenli,Koru,YAPRAKLI+YAPRAKLI,Normal Kapalı,Orta Yamaç,Bilinmiyor,Orman,Statüsüz,,Orman Degil, ,1,ORMAN,İşletilen Orman,Aynıyaşlı Maktalı,Devlet Ormanı,Tek Katlı,C,Koruma Amaçlı Önlem Yok,,En Yüksek Miktarda Yapacak Odun Üretimi,Az,Heterojen,,Yok,25,Örtülü,Yeşillenmiş,,Çürüntülü Yaprak,Yapraklı Karışık,2,,3,ERGİN ÇAĞATAY ÇANKAYA,26-08-2023,2023,3,50.151,52.899,120.225,223.275,463.725,687,11
144673,,,İSTANBUL,DEMİRKÖY,KURUDERE,27.669459,41.819028,Knc3,Knc3,2,110,28,Güney Batı,539,555600,4629900,Kırklareli,Demirköy,Karadeniz kiyi kusagi,Tohum Kökenli,Koru,YAPRAKLI,Normal Kapalı,Üst Yamaç,Orman,Orman,Statüsüz,,Orman,MAHYADAĞI SERİSİ DEVLET ORMANI,1,ORMAN,İşletilen Orman,Değişikyaşlı ve Düşey Kapalı,Devlet Ormanı,Çok Katlı,C,2,,En Yüksek Miktarda Yapacak Odun Üretimi,Yok,,,,10,,Yabanlaşmış,,Ham Humus,Saf Yapraklı,,"1,50",,ERGİN ÇAĞATAY ÇANKAYA,02-09-2019,2019,4,50.151,52.899,120.225,223.275,463.725,687,11
144683,,,İSTANBUL,DEMİRKÖY,KADINKULE,27.669178,41.792009,Kncd3,Kncd3,2,44,38,Kuzey,761,555600,4626900,Kırklareli,Demirköy,Karadeniz kiyi kusagi,Tohum Kökenli,Koru,YAPRAKLI,Normal Kapalı,Üst Yamaç,Orman,Orman,Statüsüz,,Orman Degil, ,1,ORMAN,İşletilen Orman,Değişikyaşlı ve Düşey Kapalı,Devlet Ormanı,Çok Katlı,C,2,,En Yüksek Miktarda Yapacak Odun Üretimi,Orta,Heterojen,,Yok,3,,Yeşillenmiş,,Ham Humus,Saf Yapraklı,,3,,ERGİN ÇAĞATAY ÇANKAYA,18-08-2020,2020,5,50.151,52.899,120.225,223.275,463.725,687,11
